nazev	lat	lon	nehod	lehce	tezce	usmrceno
u zast. Skřivany	50.27151	15.49846	5	0	0	0
Smidary - stanice	50.29648	15.49278	4	0	0	0
u zast. Ohnišťany	50.33373	15.50713	1	1	0	0
Na stopce	50.34102	15.51342	1	1	0	0
Ostroměř - Šárovcova Lhota	50.37164	15.55834	3	0	0	0
Pod Lhotou	50.40513	15.55123	1	0	0	0
Šárovcova Lhota - Lázně Bělohrad	50.40789	15.56162	1	0	0	0
Lázně Bělohrad - Nová Paka	50.42904	15.57566	2	0	0	0
ne	50.42906	15.57548	2	0	0	0
u zast. N. Paka město	50.49480	15.51249	2	1	0	0
Šlejharka	50.49849	15.50744	1	0	0	0
u koně	50.50131	15.50209	1	0	0	0
Stará Paka - Roztoky u Jilemnice	50.54511	15.46450	1	0	0	0
Roztoky u Jilemnice - Martinice v Krkonoších	50.56971	15.49130	1	0	0	0
Martinice v Krkonoších - Kunčice n/Labem	50.59683	15.58651	1	0	0	0
Martinice v Krkonoších - Kunčice n/Labem	50.59388	15.59436	4	0	0	0
Martinice v Krkonoších - Kunčice n/Labem	50.58825	15.61484	2	0	0	0
Kunčice n/Labem - Hostinné	50.56802	15.65041	3	1	0	0
Kunčice n/Labem - Hostinné	50.54765	15.69582	1	1	0	0
Kunčice n/Labem - Hostinné	50.54593	15.69949	2	1	0	0
Kunčice n/Labem - Hostinné	50.53872	15.72974	3	0	0	0
Hostinné - Pilníkov	50.53504	15.74064	1	0	0	0
U TOSu	50.53233	15.74272	1	0	0	0
Amerika	50.51720	15.74294	2	0	0	0
Hostinné - Pilníkov	50.51468	15.75043	1	0	0	0
Hostinné - Pilníkov	50.52060	15.76409	1	0	0	0
Chotěvický	50.52201	15.77817	1	0	0	1
Pilníkov - Trutnov hl.n.	50.53673	15.81551	3	0	0	0
Vlčický	50.54677	15.83485	1	1	0	0
Břečštejnská	50.56420	15.89704	1	1	0	0
Novoměstská /dříve Lomní /	50.56551	15.92186	1	0	0	0
Polská	50.56737	15.92793	3	0	0	0
Chlumec n/Cidlinou - Městec Králové	50.18647	15.34029	1	0	0	0
Chlumec n/Cidlinou - Městec Králové	50.19079	15.33245	3	0	0	1
Chlumec n/Cidlinou - Městec Králové	50.20889	15.30655	1	0	0	0
	49.75749	16.48342	1	0	0	0
Obora - Dymokury	50.26724	15.19513	1	0	1	0
Dymokury - Městec Králové	50.21307	15.29141	1	0	0	0
Veleliby - Křinec	50.26164	15.13863	1	0	0	0
žst. Rožďalovice	50.30059	15.18093	1	0	0	0
žst. Kopidlno	50.33464	15.26285	1	0	0	0
Kopidlno - Bartoušov	50.33667	15.27341	2	1	0	0
Bartoušovský	50.36219	15.32447	4	0	0	0
u zast. Jičíněves	50.37417	15.33700	1	0	0	0
ul.Ptácká	50.42014	14.90111	4	0	0	0
ul.Jaselská	50.42002	14.90183	2	1	0	0
ul.Jičínská, hl.přejezd v Řepově	50.40923	14.94709	7	1	0	0
před zn. Kolomuty	50.40658	14.97659	5	1	0	0
před zn. Březno	50.41330	15.00426	3	1	0	0
v lesíku před Dlouhou Lhotou	50.42007	15.03474	1	0	0	0
hl. přejezd v Dlouhé Lhotě	50.42093	15.03869	3	0	0	0
před z. Bechov	50.43608	15.08422	2	0	0	0
přejezd v Rohatsku	50.43701	15.10674	1	1	0	0
Sobotka - Mladějov v Čechách	50.48015	15.16217	7	3	0	0
na z. Libošovice	50.48653	15.16426	4	0	0	0
Mladějov, k Sobotce	50.48304	15.22098	1	3	0	0
Mladějov v Čechách - Libuň	50.48880	15.28551	1	1	0	0
Kněžnice - hlavní přejezd	50.49310	15.32085	3	0	0	0
Libuň - Lomnice n/Popelkou	50.49925	15.33201	1	0	0	0
v Boroví	50.51774	15.38315	1	0	0	0
přejezd u Vetrenu	50.52664	15.38266	1	0	0	0
Lomnice nad Popelkou - Stará Paka	50.51713	15.44166	1	0	0	0
Chroustova vila	50.61020	15.50925	1	0	0	0
Hrabačov - Poniklá	50.62683	15.48962	1	0	1	1
u zast. Sytová	50.63178	15.46194	2	2	1	0
Hrabačov - Poniklá	50.64754	15.45825	1	0	0	0
Poniklá - Jablonec n/Jiz.	50.69604	15.43818	1	0	0	0
Jablonec n/Jiz. - Rokytnice n/Jiz.	50.70372	15.42934	1	0	0	0
U cikána	50.58954	15.61575	1	0	0	0
U mlékárny	50.59387	15.61688	4	1	0	0
ul. Skřivánčí	50.56871	15.89734	2	1	0	0
ul. Zahradní	50.57488	15.89444	2	0	0	0
ul. Mírová	50.57773	15.89145	1	0	0	0
U hřiště	50.58521	15.88394	1	1	0	0
ul. Horská	50.59118	15.88180	2	0	1	0
Babský	50.59907	15.87760	1	0	0	0
Kalná Voda - Svoboda n/Úpou	50.60690	15.84197	2	0	0	0
Trutnov střed - Chvaleč	50.59923	16.01741	1	0	0	0
Hodkovický	50.60870	16.07032	1	0	0	0
U školy	50.59457	16.16694	2	0	0	0
Adršpach - Teplice n/Metují město	50.59464	16.16848	1	0	0	0
Újezd u Chocně - Čermná n/Orlicí	50.03491	16.17116	2	0	0	1
žst. Čermná n/Orlicí	50.06354	16.13817	3	0	0	0
U vojáků	50.07374	16.12549	1	0	0	0
Borohrádek - Měnírna Týniště n. Orlicí	50.12999	16.06329	2	0	0	0
žst. Brandýs n.Orl.	50.00188	16.27974	6	0	0	0
Hedva	49.99788	16.23505	2	0	0	0
žst.Choceň, u depa, Choceň-Lhoty	49.99183	16.21411	2	0	0	0
zast. Dobříkov	49.99571	16.13673	1	0	0	0
Radhošť	49.99116	16.07424	1	0	0	0
v louce	49.98644	16.03004	1	0	0	0
žst. Uhersko	49.98716	16.01624	2	0	0	0
žst. Uhersko, u býv. St. 2	49.98984	16.00305	1	0	0	0
Zminný	50.02022	15.86376	1	0	0	0
"\""Slovany\"", ul.Dašická"	50.03094	15.80874	8	0	0	0
ul.Na Krétě, u čističky	50.04183	15.55136	1	0	0	0
do Labětína	50.03399	15.50563	3	0	0	0
u podjezdu pod sil.II-322	50.03056	15.46374	1	0	0	0
u brány do Elektrárny Chvaletice	50.03168	15.44752	3	0	0	0
Chvaletice	50.03418	15.43530	1	0	0	0
Chvaletice-Telčice, u benzínky	50.03799	15.41200	1	0	0	0
Bašta	50.01158	15.30607	1	0	0	0
"\""drbna\"", Dobřanský"	50.00976	15.26580	6	1	0	0
žst. Velim	50.06704	15.12736	3	0	0	0
Pečky - měnírna	50.09346	15.01114	1	0	0	0
"\"" zast.Tatce \"""	50.09962	14.98395	1	0	0	0
Pečky - Poříčany	50.10603	14.95560	2	1	0	0
Úvalský	50.07324	14.72483	7	1	0	0
U zastávky Třebestovice	50.12541	14.96029	1	0	0	0
na zhlaví č.2 ŽST Sadská	50.13149	14.98416	2	1	0	0
U INFUZIE	50.15142	15.02640	1	1	0	0
U Stadionu	50.18313	15.03347	2	0	0	0
U Družstva	50.18825	15.03346	1	0	0	0
Pečky - km 1,618 DÚ 1522 02	50.08152	15.01832	1	1	0	0
km 2,500 DÚ 1522 08 - Plaňany	50.07306	15.00713	1	0	0	0
Bošice - Zásmuky	49.99331	15.01302	2	1	0	0
Zásmuky - ZEMPO Bečváry	49.96688	15.03463	1	0	0	0
u zast. Klešice	49.96499	15.68536	1	0	0	0
Rozhovice - Jezbořice	49.97093	15.69686	2	1	1	0
zast. Bylany	49.95649	15.73233	1	0	0	0
Třibřichy	49.95976	15.76087	1	0	0	0
u dopravny Úhřetice	49.97840	15.85985	1	0	0	0
	49.97852	15.86000	1	0	0	0
za žst., u ocelového mostu	49.96761	15.91505	2	0	0	0
Moravany	49.99832	15.93229	3	1	2	0
u zast.Valy u Přelouče	50.03088	15.61394	1	0	0	0
Valy - směr Veselí	50.02363	15.61564	1	0	0	0
ul.Barákova	49.94253	15.65944	2	2	0	0
Heřmanův Městec - Kostelec u Heřman. M. Z	49.92259	15.64985	1	0	0	0
areál Holcin, a.s. Prachovice	49.89419	15.63404	1	0	0	0
zast.Platěnice	50.00814	15.96090	1	0	0	0
Holice, ul.Josefská	50.06732	15.99190	1	0	0	0
Koudelka	50.08244	16.02525	1	1	0	0
Borohrádek, souběh tratí	50.09422	16.08742	2	0	0	0
Týniště n/Orlicí - Bolehošť	50.21197	16.06486	1	0	0	0
Na bídě	50.23020	16.06338	1	0	0	0
žst. Opočno pod Orl. hor.	50.27737	16.08586	5	0	0	0
Opočno pod Orl. hor. - Bohuslavice n/Metují	50.31193	16.07961	1	0	0	0
Opočno pod Orl. hor. - Bohuslavice n/Metují	50.32535	16.09078	6	0	0	0
Václavice - Náchod	50.40712	16.13566	2	0	0	0
Náchod - Hronov	50.42354	16.18781	2	0	0	0
Náchod - Hronov	50.42672	16.19200	1	0	0	0
Náchod - Hronov	50.44178	16.19265	1	0	0	0
Chocholouš	50.47444	16.17603	1	0	0	0
	50.47444	16.17599	1	0	0	0
Bosna	50.47749	16.17496	1	0	0	0
	50.47753	16.17484	1	0	0	0
U kostela	50.48408	16.18008	1	0	0	0
Hronov - Police nad Metují	50.49013	16.18612	5	0	0	0
Police n/Metují - Česká Metuje	50.53752	16.20393	3	0	0	0
845	50.59452	16.19909	3	0	0	0
zast. Dvořisko, Kögel	49.98401	16.19141	1	3	0	0
u letiště	49.97880	16.17692	1	0	1	0
u jatek TORO V.Mýto,ul.Hradecká	49.96276	16.14373	3	0	0	0
u žst.Vysoké Mýto, ul.Vraclavská	49.95460	16.14803	3	0	0	0
ul. Prokopa Velikého	49.94889	16.15679	3	1	0	0
Hrušová	49.90663	16.20262	1	1	0	0
Saint Gobain Vertex Litomyšl	49.88034	16.29264	1	0	0	0
Vertex Litomyšl, zadní brána	49.87920	16.29378	1	0	0	0
u Zavadilky	50.03290	16.49751	1	0	0	0
Červená	50.02426	16.48390	1	0	0	0
"\""Valdštejn\"",u zast.Dol.Dobrouč"	50.01356	16.47497	1	0	0	0
u dopravny Lanšperk	49.99289	16.44755	1	0	0	0
žst.Ústí nad Orlicí, do areálu	49.97134	16.38223	2	1	0	0
U rybníčku	50.23066	15.81408	1	2	0	0
Předměřice n/Labem - Smiřice	50.25594	15.81733	1	0	0	0
"\""Zdeňas\"""	50.29411	15.84799	4	3	1	0
"\""Zdeňas\"""	50.29411	15.84799	4	3	1	0
žst. Smiřice	50.30146	15.85881	6	1	1	0
HOLOUBEK ENERGO a.s.Černožice - Jaroměř	50.31475	15.86944	2	0	0	0
U hřbitova	50.32010	15.87048	1	0	0	1
Jaroměř - Dvůr Králové n/Labem	50.36553	15.90629	1	0	0	0
Jaroměř - Dvůr Králové n/Labem	50.39669	15.87005	6	0	0	0
Dvůr Králové n/Labem - Bílá Třemešná	50.42663	15.76987	1	0	0	0
Dvůr Králové n/Labem - Bílá Třemešná	50.43782	15.74696	1	0	0	1
na škvárovně	49.60175	15.58963	1	2	0	0
stát.silnice	49.60966	15.60959	1	0	0	0
stát.silnice	49.60966	15.60959	1	0	0	0
stát.silnice	49.63274	15.61614	1	1	0	0
stát.silnice	49.65773	15.62557	1	0	0	0
na Lapíkově	49.70295	15.65149	1	0	0	0
Dobkovský	49.70823	15.67327	1	1	0	1
stát.silnice	49.71199	15.67897	1	1	0	0
Partyzánská	49.71204	15.67900	1	1	0	0
stát.silnice	49.71161	15.68780	3	0	0	0
obecní cesta	49.69796	15.76993	1	1	0	0
stát.silnice	49.69976	15.78574	1	0	0	0
cesta do pily	49.69867	15.81048	1	0	1	0
	49.69872	15.81044	1	0	1	0
sil.II.tř._směr Trh.Kamenice	49.76283	15.89549	1	0	0	0
u žst.Hlinsko	49.76528	15.89851	2	0	0	0
míst.komunikace v žst.Hlinsko	49.76795	15.90431	1	0	0	0
zast.Holetín	49.78812	15.92682	1	0	0	0
silnice III.třídy	49.78917	15.97259	2	0	0	0
zast.Vojtěchov	49.79128	15.97235	1	0	0	0
silnice III.třídy	49.79365	15.98851	1	0	0	0
zast. Prosetín	49.83267	15.96185	1	0	0	0
Horka	49.89012	15.91697	1	1	0	0
žst. Chrast u Chr. - u 1. zhl.	49.89972	15.91663	2	1	0	0
Orel	49.91433	15.84343	1	0	0	0
ul.K Vlčnovu	49.92160	15.82028	1	0	0	2
Slatińany Vlčnov(ulice K. Vlčnova)	49.92153	15.82022	1	0	0	2
u ocelového mostu přes Chrudimku	49.92583	15.81419	1	0	1	0
"Chrudim\""pivovar\"",ul.Obc.Ležáků"	49.94012	15.79451	1	0	0	0
žst.Rosice nad Labem u St. 2	50.05035	15.74117	1	0	0	0
žst.Stéblová	50.10452	15.75774	2	0	0	0
zastávka Čeperka	50.13183	15.77014	1	0	0	0
"\""za Vackem\"""	50.14490	15.77723	1	0	0	0
Hospoda	50.16257	15.78753	4	1	0	0
	50.16250	15.78750	4	1	0	0
Masenský	50.17488	15.79374	1	0	0	0
Masenský	50.17488	15.79374	1	0	0	0
U Vlasty Vosáhla	50.18247	15.79765	2	1	0	0
Farářství	50.20181	15.80628	2	0	0	0
ČKD	50.23458	15.79305	5	0	0	0
Světí	50.24714	15.77485	4	2	0	0
Všestary - Sadová	50.25231	15.75590	1	0	0	0
Všestary - Sadová	50.25397	15.74714	1	3	0	0
u zast. Dlouhé Dvory	50.26192	15.72559	1	1	0	0
u zast. Dohalice	50.28378	15.69176	3	3	0	0
Sádová	50.29805	15.69787	4	0	0	0
u zast. Třebovětice	50.32834	15.70186	1	0	0	0
u zast. Jeřice	50.34475	15.67340	1	0	0	2
Jeřice šikmý	50.35007	15.66276	2	0	0	1
U Matyldy	50.35700	15.64798	1	2	0	0
Hořice v Podkrkonoší - Ostroměř	50.35142	15.57853	1	0	0	1
Letiště	50.35405	15.57573	1	0	0	0
Trotina	50.29097	15.83407	2	0	0	0
Jaroměř - Rychnovek	50.34799	15.93454	1	1	0	0
Jaroměř - Rychnovek	50.35447	15.94489	1	0	0	0
Rychnovek - AGRO Č.Skalice	50.36365	15.98350	1	0	0	0
Na Bojišti	50.39872	16.05521	4	0	0	0
žst. Starkoč	50.41238	16.09577	2	0	0	0
Starkoč - Červený Kostelec	50.45357	16.08503	1	1	0	0
Kramolna	50.46345	16.07741	1	1	0	0
žst. Červený Kostelec	50.48149	16.07529	1	0	0	0
Červený Kostelec - Malé Svatoňovice	50.49089	16.07881	2	1	0	0
Na Haldě	50.51931	16.06725	1	0	0	0
Trutnov střed - obvod Poříčí - Královec	50.65991	15.96803	1	0	0	0
Královec - Královec st.hr.	50.67507	15.97287	2	0	0	0
u lesní školky	50.64690	15.32054	1	0	0	0
zastávka Plavy	50.70132	15.31790	3	0	0	0
Železný Brod - Velké Hamry	50.70700	15.31498	1	0	0	0
pod sídlištěm, z. V. Hamry město	50.71989	15.31363	3	1	0	0
Hodkovická ulice	50.74711	15.06227	1	0	0	0
ulice Za mlýnem, před Vescem	50.74426	15.07839	2	0	0	0
Prosečská ulice	50.74039	15.09730	1	0	0	0
Prosečská ulice	50.73830	15.10188	1	0	0	0
ul. Za tratí	50.72461	15.12249	1	1	0	0
posl.prosečský př., Nový svět	50.72146	15.13152	1	0	0	0
ul. Vodní, před žst. Jablonec	50.72221	15.15852	1	0	0	0
ulice V aleji	50.71928	15.16724	1	0	0	0
ulice Revoluční	50.71940	15.16922	1	0	0	1
ulice Alešova	50.72022	15.19119	3	1	0	0
ul.Vít.Nezvala, z.Jabl.Paseky	50.73151	15.19137	1	0	0	0
před zn. Lučany n. N.	50.73946	15.22471	2	0	0	0
před žst.Smržovka,Rooseweltova	50.73876	15.23843	4	1	0	0
za z. Tanvald, ul. Poštovní	50.73733	15.30584	1	0	0	0
před Žďárským tunelem,ul.Česká	50.74575	15.31142	2	0	0	0
přejezd v Kořenově (u pily)	50.77035	15.36300	1	0	0	0
přejezd v Josefově Dole	50.77859	15.24122	2	0	0	0
"\""5B\""zast.Bujanov"	48.69865	14.43313	1	0	0	0
před žst.Omlenice	48.72194	14.44682	1	0	0	1
před žst.Kaplice	48.77522	14.46375	6	1	0	0
žst.Velešín	48.82149	14.43220	2	1	0	0
před žst.Holkov	48.84705	14.45402	1	0	1	0
Bukovec	48.88463	14.44274	1	0	0	0
za žst.Kamenný Újezd u Č.B.	48.89404	14.45566	2	0	0	1
"\""Na Dolech\"",zast.K.Újezd"	48.90941	14.45137	1	1	0	0
žst.Včelná	48.92486	14.44984	1	0	0	0
Včelná	48.92741	14.45538	4	2	1	1
Roudné	48.94397	14.47281	4	4	1	0
odb.Rožnov-ul.Ludvíka Kuby	48.95003	14.47257	3	1	0	1
bývalé stanoviště PS	48.77624	14.94209	1	0	0	0
Calofrig	48.81969	14.92296	1	0	0	0
u hřbitova	48.85209	14.89977	2	0	0	0
Nová Ves n/Lužnicí - Suchdol n/Lužnicí	48.86221	14.88893	1	0	0	0
zast.Hrdlořezy	48.87346	14.87942	2	0	0	0
zast.Suchdol n/L.	48.89163	14.87988	1	0	0	1
býv.str.stan.č.16	48.89291	14.88089	2	2	0	0
"\""Klikovský\"""	48.90490	14.88249	2	0	0	0
Suchdol n/Lužnicí - Majdalena	48.91731	14.88074	6	2	0	0
sloupárna Majdalena	48.95368	14.86550	1	0	0	0
zastávka Majdalena	48.96471	14.85774	2	0	0	0
zastávka Třeboň-lázně	49.00725	14.77832	2	0	0	0
Gigant	49.02986	14.75284	1	1	1	0
Rožmberk	49.04661	14.75159	1	1	0	0
zastávka Lužnice	49.05407	14.74986	3	0	0	0
býv.str.stan.č.41	49.07678	14.72718	2	1	0	0
před žst.Lomnice n/L.	49.08876	14.72890	2	0	1	0
u Nohavů	49.13829	14.73755	1	0	0	0
zastávka Řípec	49.22479	14.72431	3	0	0	0
na Chlebov	49.25768	14.72636	1	0	0	0
u Jitony	49.26613	14.71587	1	0	0	0
za žst.Roudná	49.29994	14.71787	2	2	0	0
na Strkov	49.34934	14.70815	1	0	0	0
Keťaska(Komenského ul. )	49.40871	14.68170	2	0	0	0
u SZD	49.43248	14.67425	1	0	0	0
za žst.Heřmaničky	49.60547	14.58179	2	0	0	0
Heřmaničky - Votice	49.60843	14.58186	4	0	0	0
na Božkov	49.93328	14.70632	1	0	0	0
ul. Olivova	49.98908	14.66890	7	0	1	0
Benický přejezd	50.02364	14.60366	2	0	0	0
Čerčany - Pecerady	49.83723	14.67518	3	6	0	0
Týnec n.Sázavou - Krhanice	49.83334	14.58983	2	0	0	0
	50.14572	14.76186	2	0	0	0
Týnec n.Sázavou - Krhanice	49.83921	14.57783	2	0	0	1
LOM	49.85656	14.54741	2	0	0	0
místní kom.	49.85667	14.54750	2	0	0	0
Skochovice - Vrané n/Vltavou	49.93184	14.37335	2	0	0	0
u Jarovského tunelu	49.94605	14.39776	1	0	0	0
Praha Krč - Praha Braník	50.02973	14.40870	2	0	0	0
Žst. Dobříš	49.78976	14.18498	3	0	0	0
	49.78982	14.18450	3	0	0	0
ul. Knínská	49.78541	14.19894	5	3	0	1
Dobříš km 0,106 = km 1,106 - Malá Hraštice	49.78256	14.20507	2	0	1	0
VÚ	49.78616	14.22027	2	0	0	0
do osady Porostliny, do Pouští	49.78674	14.22302	1	1	0	0
Knínský	49.78797	14.22493	2	0	0	0
Dobříš km 0,106 = km 1,106 - Malá Hraštice	49.80917	14.26238	1	0	0	0
Malá Hraštice - Mníšek pod Brdy	49.83432	14.26077	1	0	0	0
Malá Hraštice - Mníšek pod Brdy	49.83906	14.26009	1	0	0	0
Malá Hraštice - Mníšek pod Brdy	49.85328	14.26855	11	0	0	0
žst. Mníšek p/Brdy	49.85459	14.27182	1	0	0	0
Rymáně	49.85808	14.28065	1	0	0	0
zastávka Bojov	49.88054	14.34869	1	0	0	0
souběh trati 1711: km 34,706	49.91999	14.37812	2	0	0	0
souběh trati 1711: km 34,706	49.91999	14.37812	2	0	0	0
Ledečko - Sázava Černé Budy	49.87637	14.91116	1	0	0	0
Lipová	49.87361	14.90224	2	0	0	0
Vlkovec - Hvězdonice	49.86969	14.80531	3	1	1	0
Vlkovec - Hvězdonice	49.87260	14.77409	1	0	0	0
u zast. Zlenice	49.87993	14.73377	1	1	0	0
U inženýra Ondřicha	49.86360	14.71516	1	0	0	0
Hvězdonice - Čerčany	49.86230	14.71295	1	3	0	0
U zastávky Kácov	49.77533	15.03010	1	0	0	0
Kácov - SÁZAVAN Zruč n/Sáz.	49.77501	15.02723	1	0	0	0
Zruč n/Sázavou - Vlastějovice	49.73091	15.16572	1	2	1	0
Do Kovošrotu	49.70051	15.26532	1	0	0	0
U rest. na Růžku	49.69683	15.27307	2	0	0	0
stát.silnice	49.66146	15.38721	3	1	0	0
"\""Čerčanka\"", Kolín míst. u MeO"	50.01387	15.22271	1	2	0	0
	50.01558	15.22232	1	2	0	0
Kolín místní nádraží - Červené Pečky	49.98816	15.20763	2	0	0	0
Ratboř vl.Cukrovar - Bečváry	49.97430	15.14220	1	0	0	0
Ratboř vl.Cukrovar - Bečváry	49.97154	15.12812	6	5	0	1
Ratboř vl.Cukrovar - Bečváry	49.96649	15.10200	2	4	0	0
Ratboř vl.Cukrovar - Bečváry	49.96018	15.07572	1	0	0	0
žst. Bečváry	49.95673	15.07131	2	0	0	0
u zast. Hatě	49.91412	15.05804	1	0	0	0
Bečváry - Chmeliště	49.89878	15.05548	1	0	0	0
Chmeliště - Uhlířské Janovice	49.89508	15.05657	1	0	1	0
Chmeliště - Uhlířské Janovice	49.88336	15.06058	1	1	0	0
Rataje n/Sáz. předměstí - odb. Rataje n/Sáz.	49.84782	14.97215	2	0	0	0
Kutná Hora město - Malešov	49.94751	15.27488	1	0	0	0
Kutná Hora město - Malešov	49.92503	15.26061	1	2	0	0
Kutná Hora město - Malešov	49.91127	15.23493	1	0	0	0
Malešov - Červené Janovice	49.85153	15.22345	1	0	0	0
Zbraslavice - Zruč n/Sázavou	49.74172	15.10424	1	0	0	0
Benešov u Prahy - Struhařov	49.77201	14.69886	1	0	0	0
Struhařov - Postupice	49.76002	14.75530	2	0	0	0
ul. Blanická	49.70203	14.89483	2	0	0	0
žst. Vlašim	49.69854	14.90083	2	0	0	0
	49.70194	14.89485	2	0	0	0
Vlašim - Zdislavice	49.68781	14.96735	2	2	0	0
Zdislavice - Trhový Šťěpánov	49.70794	15.00826	1	0	0	0
zast.Voračice	49.66137	14.55680	1	0	0	0
žst.Štětkovice	49.66640	14.51588	2	0	0	0
za žst.Kos.Hora	49.66035	14.47884	1	1	0	0
před žst.Sedlčany	49.65588	14.43912	1	0	0	0
"\""C\""-Jubilejní ulice"	49.01328	14.48111	1	0	3	0
u hrnčírny	49.01790	14.48268	2	2	1	0
k Těšínu	49.02143	14.48112	3	0	1	0
žst.Ševětín	49.09930	14.57831	2	0	0	0
malý Horusický	49.16696	14.66534	4	1	0	1
Rybník - Rožmberk n/Vltavou	48.63448	14.41093	1	0	0	0
Rožmberk n/Vltavou - Vyšší Brod klášter	48.62027	14.35137	1	0	0	0
Rožmberk n/Vltavou - Vyšší Brod klášter	48.61846	14.34785	1	0	0	0
Vyšší Brod klášter - Loučovice	48.63171	14.29799	2	0	0	1
Vyšší Brod klášter - Loučovice	48.63697	14.29160	1	0	0	0
žst.Loučovice	48.62024	14.25475	1	0	0	0
odb.vl. PILA Loučovice - vl. JIP-PAPÍRNY Vlt.mlýn Louč	48.61939	14.24550	1	0	0	0
	48.61936	14.24551	1	0	0	0
Lipno nad Vlt.	48.62895	14.24694	1	0	0	0
Veselí n/ Lužnicí - Doňov	49.20038	14.78078	1	1	0	0
před žst.Doňov	49.20769	14.79618	5	1	1	0
Fejralka	49.20399	14.82890	1	0	0	0
u Másílka	49.18946	14.85239	2	0	0	2
na Kopečku	49.18863	14.85464	1	1	0	0
žst.K.Řečice	49.18685	14.85841	2	0	0	0
"\""15\"""	49.17540	14.87417	3	0	0	0
Barbora	49.16669	14.92056	2	0	0	0
před nz.Děbolín	49.16522	14.94708	2	3	0	0
Děbolín - Jindřichův Hradec	49.15691	14.97758	1	0	0	0
Jatka	49.15530	14.99708	2	1	0	0
u Haláčka	49.16230	15.01354	3	0	0	0
Jarošov n/Nežárkou - Kamenný Malíkov	49.19811	15.09762	1	0	0	0
před žst.Popelín	49.21925	15.17490	1	0	0	0
za žst.Popelín	49.22319	15.18840	1	0	0	0
Popelín - Počátky-Žirovnice	49.22794	15.20394	1	0	0	0
za žst.Počátky-Žirovnice	49.23865	15.21822	1	0	0	0
žst.Jihlávka	49.24712	15.29263	1	0	0	0
Jihlávka - Horní Cerekev	49.30246	15.31864	1	0	0	0
Horní Cerekev - Batelov	49.31712	15.39206	2	0	0	0
Kostelec u Jihlavy - Rantířov	49.38680	15.49635	1	0	1	0
Božejovice	49.44765	14.49486	5	0	0	0
Sepekov	49.44067	14.42018	1	0	0	0
U Mikoty	49.40953	14.36021	1	2	3	0
Červená	49.37535	14.27084	1	0	0	0
u Volfa	49.35222	14.20936	1	0	0	0
Svatonice	49.34144	14.19994	1	0	0	0
Vrcovice	49.34017	14.17069	2	1	0	0
Písek město - Písek	49.30578	14.16180	1	0	1	1
zast.Horky	49.39553	14.64302	2	1	0	0
Malšice - VÚ Dolina	49.35449	14.58308	1	0	0	0
VÚ Dolina - Sudoměřice u Bechyně	49.30066	14.54466	1	0	0	0
Sudoměřice u Bechyně - Bechyně nákladiště	49.29150	14.52231	2	0	0	0
zast.Hříběcí	49.32053	15.30927	1	1	0	0
Dobrá Voda u Pelhřimova - Pelhřimov	49.36743	15.27503	2	0	0	0
AGROALFA	49.40433	15.22845	3	1	0	0
k Agrostroji	49.42269	15.22333	7	0	0	0
"\""U Najdra\"""	49.44393	14.99830	1	0	0	0
býv.str.stan.č.47	49.42674	14.93014	1	11	1	0
"\""Kladruby\"""	49.41872	14.84917	1	0	0	0
"Měšická ul.-\""u Berky\"""	49.40467	14.68871	1	1	0	0
Kostelec u Jihlavy - vl. Podzimek a synové	49.33248	15.48539	2	0	0	0
místní	49.30922	15.48041	3	0	0	0
Třešť - Hodice	49.29591	15.47671	2	17	2	1
Třešť - Hodice	49.28902	15.47956	1	2	0	0
Hodice - Sedlejov	49.26847	15.48401	1	0	0	0
Sedlejov - Telč	49.21548	15.48922	2	3	0	0
Sedlejov - Telč	49.21173	15.48684	1	1	0	0
Slavonice - JEDNOTA	49.00190	15.34991	1	0	0	0
Slavonice - JEDNOTA	49.00282	15.35377	3	1	0	0
JEDNOTA - Dačice	49.07800	15.43920	1	0	0	0
JEDNOTA - Dačice	49.08460	15.43931	1	0	1	0
Dačice - Telč	49.09194	15.44347	1	1	0	0
Dačice - Telč	49.12706	15.45601	1	0	0	0
Dačice - Telč	49.14505	15.47272	1	0	0	0
Prosenice - Lipník nad Bečvou	49.51715	17.52431	1	0	0	0
žst. Lipník nad Bečvou	49.53273	17.58393	1	0	0	0
Polom Lučice	49.57761	17.82463	3	0	0	0
Jeseník	49.61465	17.90149	2	0	0	0
Suchdol - měnírna	49.63479	17.92244	11	0	0	0
Suchdol - měnírna	49.63479	17.92244	11	0	0	0
Suchdol nad Odrou - Studénka	49.67024	17.97365	10	0	0	0
Studénka ul. 2.května	49.70831	18.07096	7	0	0	0
Studénka - Jistebník	49.74136	18.13757	1	0	0	0
Jistebník	49.74703	18.14745	3	0	0	0
Polanka ul. 1. května	49.77819	18.18944	5	0	0	0
ulice Bratří Sedláčku	49.81402	18.20674	1	0	0	0
Bohumín-Vrbice - Bohumín	49.88975	18.33873	7	0	0	0
Bohumín - Dětmarovice	49.91247	18.41443	4	0	0	0
zast.Závada	49.89750	18.50869	1	0	0	0
Petrovice u Karviné - Petrovice u Karviné st.hr.	49.88921	18.56151	3	0	0	0
žst. Červenka - (litovelské zhlaví)	49.72711	17.08152	5	0	0	0
U kafilérky	49.87202	16.62910	3	0	0	0
Benkov	49.74348	17.04136	9	1	0	0
U nádraží	49.69702	17.15735	2	0	0	0
čtyřkolejný	49.45328	17.41930	6	0	0	0
